text,label
"['new', 'orleans', 'vast', 'mississippi', 'river', 'valley', 'successfully', 'defended', 'ensuring', 'future', 'american', 'settlement', 'commerce']",0
"['battle', 'new', 'orleans', 'immediately', 'catapulted', 'jackson', 'national', 'prominence', 'war', 'hero', '1820s', 'emerged', 'head', 'new', 'democratic', 'party']",0
"['workers', 'organized', 'way', 'english', 'factories', 'family', 'units']",0
"['“', 'rhode', 'island', 'system', '”', 'families', 'hired']",1
"['father', 'placed', 'charge', 'family', 'unit', 'directed', 'labor', 'wife', 'children']",0
"['philadelphia', 'new', 'york', 'boston', '—', 'cities', 'experienced', 'dizzying', 'industrial', 'growth', 'nineteenth', 'century', '—', 'workers', 'united', 'form', 'political', 'parties']",0
"['thomas', 'skidmore', 'connecticut', 'outspoken', 'organizer', 'working', 'men', '’', 'party', 'lodged', 'radical', 'protest', 'exploitation', 'workers', 'accompanied', 'industrialization']",1
"['skidmore', 'took', 'cue', 'thomas', 'paine', 'american', 'revolution', 'challenge', 'growing', 'inequity', 'united', 'states']",0
"['even', 'short', 'waterways', 'two', '-', '-', '-', 'half', '-', 'mile', 'canal', 'going', 'around', 'rapids', 'ohio', 'river', 'near', 'louisville', 'kentucky', 'proved', 'huge', 'leap', 'forward', 'case', 'opening', 'water', 'route', 'pittsburgh', 'new', 'orleans']",0
"['preeminent', 'example', 'erie', 'canal', 'link', 'linked', 'hudson', 'river', 'thus', 'new', 'york', 'city', 'atlantic', 'seaboard', 'great', 'lakes', 'mississippi', 'river', 'valley']",1
"['1820s', 'code', 'deference', 'underwritten', 'republic', '’', 'political', 'order']",0
"['deference', 'practice', 'showing', 'respect', 'individuals', 'distinguished', 'military', 'accomplishments', 'educational', 'attainment', 'business', 'success', 'family', 'pedigree']",1
"['way', 'van', 'buren', 'helped', 'create', 'political', 'machine', 'disciplined', 'party', 'members', 'prized', 'loyalty', 'else', 'harbinger', 'future', 'patronage', 'politics', 'united', 'states']",1
"['system', 'rewarding', 'party', 'loyalists', 'known', 'spoils', 'system', 'expression', '“', 'victor', 'belong', 'spoils', '”']",0
"['van', 'buren', '’', 'political', 'machine', 'helped', 'radically', 'transform', 'new', 'york', 'politics']",0
"['tariff', 'raised', 'questions', 'power', 'distributed', 'causing', 'fiery', 'debate', 'supported', 'states', '’', 'rights', 'supported', 'expanded', 'power', 'federal', 'government', 'link']",0
"['championed', 'states', '’', 'rights', 'denounced', '1828', 'measure', 'tariff', 'abominations', 'clear', 'evidence', 'federal', 'government', 'favored', 'one', 'region', 'case', 'north', 'another', 'south']",0
"['made', 'case', 'pointing', 'north', 'expanding', 'manufacturing', 'base', 'south']",0
"['calhoun', 'fell', 'favor', 'president', 'jackson', 'defended', 'peggy', 'eaton', 'derided', 'would', 'socialize', 'declaring', '“', 'chaste', 'virgin', '”', 'jackson', 'personal', 'reasons', 'defending', 'eaton', 'drew', 'parallel', 'eaton', '’', 'treatment', 'late', 'wife', 'rachel', 'subjected', 'attacks', 'reputation', 'related', 'first', 'marriage', 'ended', 'divorce']",0
"['martin', 'van', 'buren', 'defended', 'eatons', 'organized', 'social', 'gatherings', 'became', 'close', 'jackson', 'came', 'rely', 'group', 'informal', 'advisers', 'included', 'van', 'buren', 'dubbed', 'kitchen', 'cabinet']",0
"['select', 'group', 'presidential', 'supporters', 'highlights', 'importance', 'party', 'loyalty', 'jackson', 'democratic', 'party']",0
"['jackson', '’', 'veto', 'bank', 'specie', 'circular', 'helped', 'galvanize', 'opposition', 'forces', 'new', 'political', 'party', 'whigs', 'faction', 'began', 'form', '1834']",0
"['name', 'significant', 'opponents', 'jackson', 'saw', 'exercising', 'tyrannical', 'power', 'chose', 'name', 'whig', 'eighteenth', '-', 'century', 'political', 'party', 'resisted', 'monarchical', 'power', 'king', 'george', 'iii']",0
"['series', 'forced', 'marches', 'fifteen', 'thousand', 'cherokee', 'finally', 'relocated', 'oklahoma']",1
"['forced', 'migration', 'known', 'trail', 'tears', 'caused', 'deaths', 'many', 'four', 'thousand', 'cherokee', 'link']",0
"['creek', 'choctaw', 'chickasaw', 'seminole', 'peoples', 'also', 'compelled', 'go']",0
"['campaign', 'thrust', 'harrison', 'national', 'spotlight']",0
"['democrats', 'tried', 'discredit', 'declaring', '“', 'give', 'barrel', 'hard', 'alcoholic', 'cider', 'settle', 'pension', 'two', 'thousand', 'year', 'take', 'word', 'sit', 'remainder', 'days', 'log', 'cabin', '”', 'whigs', 'turned', 'slur', 'advantage', 'presenting', 'harrison', 'man', 'people', 'born', 'log', 'cabin', 'fact', 'came', 'privileged', 'background', 'virginia', 'contest', 'became', 'known', 'log', 'cabin', 'campaign', 'link']",0
"['whig', 'political', 'rallies', 'faithful', 'treated', 'whiskey', 'made', 'e', 'c', 'booz', 'company', 'leading', 'introduction', 'word', '“', 'booze', '”', 'american', 'lexicon']",0
"['adams', '-', 'onís', 'treaty', 'upset', 'many', 'american', 'expansionists', 'criticized', 'adams', 'laying', 'claim', 'texas', 'believed', 'included', 'louisiana', 'purchase']",0
"['summer', '1819', 'james', 'long', 'planter', 'natchez', 'mississippi', 'became', 'filibuster', 'private', 'unauthorized', 'military', 'adventurer', 'led', 'three', 'hundred', 'men', 'expedition', 'across', 'sabine', 'river', 'take', 'control', 'texas']",1
"['long', '’', 'men', 'succeeded', 'capturing', 'nacogdoches', 'writing', 'declaration', 'independence', 'see', 'setting', 'republican', 'government']",0
"['1819', 'adams', '-', 'onís', 'treaty', 'defined', 'us', '-', 'mexico', 'boundary', 'spanish', 'mexican', 'government', 'began', 'actively', 'encouraging', 'americans', 'settle', 'northern', 'province']",1
"['texas', 'sparsely', 'settled', 'mexican', 'farmers', 'ranchers', 'lived', 'constant', 'threat', 'attack', 'hostile', 'indian', 'tribes', 'especially', 'comanche', 'supplemented', 'hunting', 'raids', 'pursuit', 'horses', 'cattle', 'increase', 'non', '-', 'indian', 'population', 'texas', 'provide', 'buffer', 'zone', 'hostile', 'tribes', 'rest', 'mexico', 'spain', 'began', 'recruit', 'empresarios']",0
"['empresario', 'someone', 'brought', 'settlers', 'region', 'exchange', 'generous', 'grants', 'land']",1
"['like', 'spain', 'mexico', 'also', 'wished', 'encourage', 'settlement', 'state', 'coahuila', 'texas', 'passed', 'colonization', 'laws', 'encourage', 'immigration']",0
"['thousands', 'americans', 'primarily', 'slave', 'states', 'flocked', 'texas', 'quickly', 'came', 'outnumber', 'tejanos', 'mexican', 'residents', 'region']",1
"['soil', 'climate', 'offered', 'good', 'opportunities', 'expand', 'slavery', 'cotton', 'kingdom']",0
"['indeed', 'mexico', 'refused', 'even', 'acknowledge', 'polk', '’', 'emissary', 'john', 'slidell', 'sent', 'mexico', 'city', 'negotiate']",0
"['deterred', 'polk', 'encouraged', 'thomas', 'o', 'larkin', 'us', 'consul', 'monterey', 'assist', 'american', 'settlers', 'californios', 'mexican', 'residents', 'state', 'wished', 'proclaim', 'independence', 'mexico']",0
"['end', '1845', 'broken', 'diplomatic', 'ties', 'united', 'states', 'texas', 'grown', 'alarmed', 'american', 'actions', 'california', 'mexican', 'government', 'warily', 'anticipated', 'next', 'move']",0
"['california', 'gathered', 'camps', 'names', 'like', 'drunkard', '’', 'bar', 'angel', '’', 'camp', 'gouge', 'eye', 'whiskeytown', '“', 'forty', '-', 'niners', '”', 'find', 'wealth', 'easy', 'come', 'first', 'imagined']",0
"['although', 'able', 'find', 'gold', 'panning', 'shoveling', 'soil', 'river', 'bottoms', 'sieve', '-', 'like', 'contraptions', 'called', 'rockers']",1
"['would', 'pledge', 'support']",0
"['party', '’', 'new', 'york', 'state', 'convention', 'buffalo', 'martin', 'van', 'buren', '’', 'antislavery', 'supporters', '—', 'called', 'barnburners', 'likened', 'farmers', 'willing', 'burn', 'barn', 'get', 'rid', 'rat', 'infestation', '—', 'spoke', 'favor', 'proviso']",1
"['opponents', 'known', 'hunkers', 'refused', 'support']",0
"['compromise', '1850', 'brought', 'temporary', 'relief']",0
"['resolved', 'issue', 'slavery', 'territories', 'moment', 'prevented', 'secession']",0
"['almost', 'cotton', 'grown', 'united', 'states', '1787', 'year', 'federal', 'constitution', 'written']",0
"['however', 'following', 'war', '1812', 'huge', 'increase', 'production', 'resulted', '-', 'called', 'cotton', 'boom', 'midcentury', 'cotton', 'became', 'key', 'cash', 'crop', 'crop', 'grown', 'sell', 'rather', 'farmer', '’', 'sole', 'use', 'southern', 'economy', 'important', 'american', 'commodity']",1
"['1850', '32', 'million', 'slaves', 'country', '’', 'fifteen', 'slave', 'states', '18', 'million', 'producing', 'cotton', '1860', 'slave', 'labor', 'producing', 'two', 'billion', 'pounds', 'cotton', 'per', 'year']",0
"['white', 'men', 'invested', 'substantial', 'sums', 'slaves', 'carefully', 'calculating', 'annual', 'returns', 'could', 'expect', 'slave', 'well', 'possibility', 'greater', 'profits', 'natural', 'increase']",0
"['domestic', 'slave', 'trade', 'highly', 'visible', 'like', 'infamous', 'middle', 'passage', 'brought', 'captive', 'africans', 'americas', 'constituted', 'equally', 'disruptive', 'horrifying', 'journey', 'called', 'second', 'middle', 'passage']",0
"['1820', '1860', 'white', 'american', 'traders', 'sold', 'million', 'slaves', 'domestic', 'slave', 'market']",0
"['1854', 'american', 'diplomats', 'met', 'ostend', 'belgium', 'find', 'way', 'gain', 'cuba']",0
"['wrote', 'secret', 'memo', 'known', 'ostend', 'manifesto', 'thought', 'penned', 'james', 'buchanan', 'elected', 'president', 'two', 'years', 'later', 'stating', 'spain', 'refused', 'sell', 'cuba', 'united', 'states', 'united', 'states', 'justified', 'taking', 'island', 'national', 'security', 'measure']",1
"['thousands', 'swept', 'movement', 'believed', 'possibility', 'creating', 'much', 'better', 'world']",0
"['many', 'adopted', 'millennialism', 'fervent', 'belief', 'kingdom', 'god', 'would', 'established', 'earth', 'god', 'would', 'reign', 'earth', 'thousand', 'years', 'characterized', 'harmony', 'christian', 'morality']",1
"['drawn', 'message', 'second', 'great', 'awakening', 'yearned', 'stability', 'decency', 'goodness', 'new', 'turbulent', 'american', 'republic']",0
"['german', 'protestant', 'migrants', 'formed', 'several', 'pietistic', 'societies', 'communities', 'stressed', 'transformative', 'individual', 'religious', 'experience', 'piety', 'religious', 'rituals', 'formality']",1
"['one', 'earliest', 'ephrata', 'cloister', 'pennsylvania', 'founded', 'charismatic', 'leader', 'named', 'conrad', 'beissel', '1730s']",0
"['late', '1820s', 'smith', 'translated', 'writing', 'golden', 'plates', '1830', 'published', 'finding', 'book', 'mormon']",0
"['year', 'organized', 'church', 'christ', 'progenitor', 'church', 'jesus', 'christ', 'latter', '-', 'day', 'saints', 'popularly', 'known', 'mormons']",1
"['presented', 'prophet', 'aimed', 'recapture', 'viewed', 'purity', 'primitive', 'christian', 'church', 'purity', 'lost', 'centuries', 'smith', 'emphasized', 'importance', 'families', 'led', 'fathers']",0
"['however', 'temperance', 'enjoyed', 'revival', '1840s', 'new', 'type', 'reformer', 'took', 'cause', 'alcohol']",0
"['engine', 'driving', 'new', 'burst', 'enthusiastic', 'temperance', 'reform', 'washington', 'temperance', 'society', 'named', 'deference', 'george', 'washington', 'organized', '1840']",0
"['leaders', 'washingtonians', 'came', 'ranks', 'protestant', 'ministers', 'working', 'class']",0
"['early', 'popular', '“', 'reform', '”', 'slavery', 'colonization', 'movement', 'advocating', 'displacement', 'african', 'americans', 'country', 'usually', 'africa']",1
"['1816', 'society', 'colonization', 'free', 'people', 'color', 'america', 'also', 'called', 'american', 'colonization', 'society', 'acs', 'founded', 'goal']",0
"['garrison', 'also', 'preached', 'immediatism', 'moral', 'demand', 'take', 'immediate', 'action', 'end', 'slavery']",1
"['wrote', 'equal', 'rights', 'demanded', 'blacks', 'treated', 'equal', 'whites']",0
"['operation', 'law', 'alarmed', 'northerners', 'confirmed', 'many', 'existence', '“', 'slave', 'power', '”', '—', 'minority', 'elite', 'slaveholders', 'wielded', 'disproportionate', 'amount', 'power', 'federal', 'government', 'shaping', 'domestic', 'foreign', 'policies', 'suit', 'interests']",1
"['despite', 'southerners', '’', 'repeated', 'insistence', 'states', '’', 'rights', 'fugitive', 'slave', 'act', 'showed', 'slaveholders', 'willing', 'use', 'power', 'federal', 'government', 'bend', 'people', 'states']",0
"['democrats', 'divided', 'along', 'sectional', 'lines', 'result', 'bill', 'whig', 'party', 'decline', 'early', '1850s', 'found', 'political', 'power', 'slipping']",0
"['important', 'kansas', '-', 'nebraska', 'act', 'gave', 'rise', 'republican', 'party', 'new', 'political', 'party', 'attracted', 'northern', 'whigs', 'democrats', 'shunned', 'kansas', '-', 'nebraska', 'act', 'members', 'free', '-', 'soil', 'party', 'assorted', 'abolitionists']",0
"['indeed', 'formation', 'republican', 'party', 'free', '-', 'soil', 'party', 'ceased', 'exist']",0
"['electoral', 'contest', '1856', 'took', 'place', 'transformed', 'political', 'landscape']",0
"['third', 'political', 'party', 'appeared', 'anti', '-', 'immigrant', 'american', 'party', 'formerly', 'secretive', 'organization', 'nickname', '“', 'know', '-', 'nothing', 'party', '”', 'members', 'denied', 'knowing', 'anything']",0
"['1856', 'american', 'know', '-', 'nothing', 'party', 'evolved', 'national', 'force', 'committed', 'halting', 'immigration']",0
"['douglas', 'responded', 'lincoln', 'second', 'debate', 'freeport', 'illinois']",0
"['became', 'known', 'freeport', 'doctrine', 'douglas', 'adamantly', 'upheld', 'popular', 'sovereignty', 'declaring', '“', 'matters', 'way', 'supreme', 'court', 'may', 'hereafter', 'decide', 'abstract', 'question', 'whether', 'slavery', 'may', 'may', 'go', 'territory', 'constitution', 'people', 'lawful', 'means', 'introduce', 'exclude', 'please', '”', 'freeport', 'doctrine', 'antagonized', 'southerners', 'caused', 'major', 'rift', 'democratic', 'party']",1
"['doctrine', 'help', 'douglas', 'illinois', 'however', 'voters', 'opposed', 'expansion', 'slavery']",0
"['despite', 'ruptures', 'tensions', '1860s', 'hope', 'healing', 'nation', 'still', 'existed']",0
"['lincoln', 'took', 'office', 'john', 'crittenden', 'senator', 'kentucky', 'helped', 'form', 'constitutional', 'union', 'party', '1860', 'presidential', 'election', 'attempted', 'defuse', 'explosive', 'situation', 'offering', 'six', 'constitutional', 'amendments', 'series', 'resolutions', 'known', 'crittenden', 'compromise']",0
"['crittenden', '’', 'goal', 'keep', 'south', 'seceding', 'strategy', 'transform', 'constitution', 'explicitly', 'protect', 'slavery', 'forever']",0
"['meanwhile', 'lincoln', 'military', 'leaders', 'north', 'hoped', 'quick', 'blow', 'south', 'especially', 'could', 'capture', 'confederacy', '’', 'new', 'capital', 'richmond', 'virginia', 'would', 'end', 'rebellion', 'went']",0
"['july', '21', '1861', 'two', 'armies', 'met', 'near', 'manassas', 'virginia', 'along', 'bull', 'run', 'creek', 'thirty', 'miles', 'washington', 'dc']",0
"['great', 'belief', 'would', 'climactic', 'union', 'victory', 'many', 'washington', 'socialites', 'politicians', 'brought', 'picnic', 'lunches', 'nearby', 'area', 'hoping', 'witness', 'history', 'unfolding']",0
"['union', 'army', '’', 'inability', 'destroy', 'lee', '’', 'army', 'antietam', 'made', 'clear', 'lincoln', 'mcclellan', 'would', 'never', 'win', 'war', 'president', 'forced', 'seek', 'replacement']",0
"['lincoln', 'wanted', 'someone', 'could', 'deliver', 'decisive', 'union', 'victory']",0
"['objections', 'slaveholders', 'impressed', 'slaves', 'seizing', 'workers', 'owners', 'forcing', 'work', 'fortifications', 'rail', 'lines']",0
"['concerned', 'resistance', 'unhappiness', 'government', 'measures', '1862', 'confederate', 'congress', 'gave', 'president', 'davis', 'power', 'suspend', 'writ', 'habeas', 'corpus', 'right', 'arrested', 'brought', 'judge', 'court', 'determine', 'whether', 'cause', 'hold', 'prisoner']",1
"['stated', 'goal', 'bolstering', 'national', 'security', 'fledgling', 'republic', 'change', 'meant', 'confederacy', 'could', 'arrest', 'detain', 'indefinitely', 'suspected', 'enemy', 'without', 'giving', 'reason']",0
"['since', 'beginning', 'war', 'thousands', 'slaves', 'fled', 'safety', 'union', 'lines']",1
"['may', '1861', 'union', 'general', 'benjamin', 'butler', 'others', 'labeled', 'refugees', 'slavery', 'contrabands']",0
"['butler', 'reasoned', 'since', 'southern', 'states', 'left', 'united', 'states', 'obliged', 'follow', 'federal', 'fugitive', 'slave', 'laws']",0
"['keeping', 'logic', 'total', 'war', 'sherman', '’', 'forces', 'cut', 'swath', 'destruction', 'savannah']",0
"['sherman', '’', 'march', 'sea', 'union', 'army', 'seeking', 'demoralize', 'south', 'destroyed', 'everything', 'path', 'despite', 'strict', 'instructions', 'regarding', 'preservation', 'civilian', 'property']",1
"['although', 'towns', 'left', 'standing', 'houses', 'barns', 'burned']",0
"['end', 'civil', 'war', 'saw', 'beginning', 'reconstruction', 'era', 'former', 'rebel', 'southern', 'states', 'integrated', 'back', 'union']",1
"['president', 'lincoln', 'moved', 'quickly', 'achieve', 'war', '’', 'ultimate', 'goal', 'reunification', 'country']",0
"['february', '1864', 'two', 'radical', 'republicans', 'ohio', 'senator', 'benjamin', 'wade', 'maryland', 'representative', 'henry', 'winter', 'davis', 'answered', 'lincoln', 'proposal']",0
"['among', 'stipulations', 'wade', '-', 'davis', 'bill', 'called', 'majority', 'voters', 'government', 'officials', 'confederate', 'states', 'take', 'oath', 'called', 'ironclad', 'oath', 'swearing', 'never', 'supported', 'confederacy', 'made', 'war', 'united', 'states']",1
"['could', 'would', 'take', 'oath', 'would', 'unable', 'take', 'part', 'future', 'political', 'life', 'south']",0
"['endeavor', 'freedmen', '’', 'bureau', 'received', 'support', 'christian', 'organizations', 'long', 'advocated', 'abolition', 'american', 'missionary', 'association', 'ama']",0
"['ama', 'used', 'knowledge', 'skill', 'acquired', 'working', 'missions', 'africa', 'american', 'indian', 'groups', 'establish', 'run', 'schools', 'freed', 'slaves', 'postwar', 'south']",1
"['1867', 'military', 'reconstruction', 'act', 'encompassed', 'vision', 'radical', 'republicans', 'set', 'new', 'direction', 'reconstruction', 'south']",0
"['republicans', 'saw', 'law', 'three', 'supplementary', 'laws', 'passed', 'congress', 'year', 'called', 'reconstruction', 'acts', 'way', 'deal', 'disorder', 'south']",0
"['1867', 'act', 'divided', 'ten', 'southern', 'states', 'yet', 'ratify', 'fourteenth', 'amendment', 'five', 'military', 'districts', 'tennessee', 'already', 'readmitted', 'union', 'time', 'excluded', 'acts']",0
"['longer', 'faced', 'relentless', 'toil', 'lash', 'freed', 'people', 'emerged', 'slavery', 'without', 'money', 'needed', 'farm', 'implements', 'food', 'basic', 'necessities', 'start', 'new', 'lives']",0
"['crop', '-', 'lien', 'system', 'store', 'owners', 'extended', 'credit', 'farmers', 'agreement', 'debtors', 'would', 'pay', 'portion', 'future', 'harvest']",1
"['however', 'creditors', 'charged', 'high', 'interest', 'rates', 'making', 'even', 'harder', 'freed', 'people', 'gain', 'economic', 'independence']",0
"['despite', 'great', 'variety', 'klan', 'membership', 'whole', 'group', 'tended', 'direct', 'attention', 'toward', 'persecuting', 'freed', 'people', 'people', 'considered', 'carpetbaggers', 'term', 'abuse', 'applied', 'northerners', 'accused', 'come', 'south', 'acquire', 'wealth', 'political', 'power', 'expense', 'southerners']",1
"['colorful', 'term', 'captured', 'disdain', 'southerners', 'people', 'reflecting', 'common', 'assumption', 'men', 'sensing', 'great', 'opportunity', 'packed', 'worldly', 'possessions', 'carpetbags', '-', 'popular', 'type', 'luggage', 'made', 'way', 'south']",1
"['many', 'white', 'southerners', 'felt', 'humiliated', 'process', 'radical', 'reconstruction', 'way', 'republicans', 'upended', 'southern', 'society', 'placing', 'blacks', 'positions', 'authority', 'taxing', 'large', 'landowners', 'pay', 'education', 'former', 'slaves']",0
"['committed', 'rolling', 'back', 'tide', 'radical', 'reconstruction', 'south', 'called', 'redeemers', 'label', 'expressed', 'desire', 'redeem', 'states', 'northern', 'control', 'restore', 'antebellum', 'social', 'order', 'whereby', 'blacks', 'kept', 'safely', 'boot', 'heel', 'whites']",1
"['represented', 'democratic', 'party', 'south', 'worked', 'tirelessly', 'end', 'saw', 'era', '“', 'negro', 'misrule', '”', '1877', 'succeeded', 'bringing', '“', 'redemption', '”', 'south', 'effectively', 'destroying', 'dream', 'radical', 'reconstruction']",0
"['homestead', 'act', 'allowed', 'head', 'household', 'individual', 'age', 'twenty', '-', 'one', '—', 'including', 'unmarried', 'women', '—', 'receive', 'parcel', '160', 'acres', 'nominal', 'filing', 'fee']",1
"['recipients', 'required', 'exchange', '“', 'improve', 'land', '”', 'within', 'period', 'five', 'years', 'taking', 'possession']",0
"['similar', 'advancements', 'hay', 'mowers', 'manure', 'spreaders', 'threshing', 'machines', 'greatly', 'improved', 'farm', 'production', 'could', 'afford']",0
"['capital', 'expense', 'became', 'significant', 'factor', 'larger', 'commercial', 'farms', '—', 'known', '“', 'bonanza', 'farms', '”', '—', 'began', 'develop']",1
"['farmers', 'minnesota', 'north', 'dakota', 'south', 'dakota', 'hired', 'migrant', 'farmers', 'grow', 'wheat', 'farms', 'excess', 'twenty', 'thousand', 'acres']",0
"['one', 'example', 'violence', 'bubbled', 'infamous', 'fence', 'cutting', 'war', 'clay', 'county', 'texas', '1883–1884']",0
"['cowboys', 'began', 'destroying', 'fences', 'several', 'ranchers', 'erected', 'along', 'public', 'lands', 'land', 'right', 'enclose']",0
"['effective', 'means', 'address', 'public', 'perception', '“', 'indian', 'threat', '”', 'needed']",0
"['americanization', 'provided', 'answer']",0
"['although', 'thomas', 'alva', 'edison', 'link', 'best', 'known', 'contributions', 'electrical', 'industry', 'experimentation', 'went', 'far', 'beyond', 'light', 'bulb']",0
"['edison', 'quite', 'possibly', 'greatest', 'inventor', 'turn', 'century', 'saying', 'famously', '“', 'hoped', 'minor', 'invention', 'every', 'ten', 'days', 'big', 'thing', 'every', 'month', '”', 'registered', '1,093', 'patents', 'lifetime', 'ran', 'world', '-', 'famous', 'laboratory', 'menlo', 'park', 'housed', 'rotating', 'group', 'twenty', '-', 'five', 'scientists', 'around', 'globe']",0
"['rockefeller', 'ruthless', 'pursuit', 'total', 'control', 'oil', 'refining', 'business']",0
"['entrepreneurs', 'flooded', 'area', 'seeking', 'quick', 'fortune', 'rockefeller', 'developed', 'plan', 'crush', 'competitors', 'create', 'true', 'monopoly', 'refining', 'industry']",0
"['beginning', '1872', 'forged', 'agreements', 'several', 'large', 'railroad', 'companies', 'obtain', 'discounted', 'freight', 'rates', 'shipping', 'product']",0
"['order', 'control', 'variety', 'interests', 'maintained', 'industry', 'rockefeller', 'created', 'new', 'legal', 'entity', 'known', 'trust']",0
"['arrangement', 'small', 'group', 'trustees', 'possess', 'legal', 'ownership', 'business', 'operate', 'benefit', 'investors']",1
"['1870s', 'irish', 'coal', 'miners', 'eastern', 'pennsylvania', 'formed', 'secret', 'organization', 'known', 'molly', 'maguires', 'named', 'famous', 'irish', 'patriot']",1
"['series', 'scare', 'tactics', 'included', 'kidnappings', 'beatings', 'even', 'murder', 'molly', 'maguires', 'sought', 'bring', 'attention', 'miners', '’', 'plight', 'well', 'cause', 'enough', 'damage', 'concern', 'mine', 'owners', 'owners', 'would', 'pay', 'attention', 'concerns']",0
"['churches', 'civic', 'organizations', 'provided', 'relief', 'challenges', 'working', '-', 'class', 'city', 'life']",0
"['churches', 'moved', 'intervene', 'belief', 'concept', 'social', 'gospel']",0
"['philosophy', 'stated', 'christians', 'whether', 'church', 'leaders', 'social', 'reformers', 'concerned', 'conditions', 'life', 'secular', 'world', 'afterlife', 'reverend', 'washington', 'gladden', 'major', 'advocate']",1
"['one', 'example', 'machine', 'political', 'system', 'democratic', 'political', 'machine', 'tammany', 'hall', 'new', 'york', 'run', 'machine', 'boss', 'william', 'tweed', 'assistance', 'george', 'washington', 'plunkitt', 'link']",0
"['citizens', 'knew', 'immediate', 'problems', 'would', 'addressed', 'return', 'promise', 'political', 'support', 'future', 'elections']",0
"['working', 'class', 'confined', 'tenement', 'houses', 'cities', 'need', 'close', 'work', 'lack', 'funds', 'find', 'anyplace', 'better', 'wealthy', 'class', 'chose', 'remain', 'cities', 'stay', 'close', 'action', 'big', 'business', 'transactions', 'emerging', 'middle', 'class', 'responded', 'urban', 'challenges', 'solutions']",0
"['group', 'included', 'managers', 'salesmen', 'engineers', 'doctors', 'accountants', 'salaried', 'professionals', 'still', 'worked', 'living', 'significantly', 'better', 'educated', 'compensated', 'working', '-', 'class', 'poor']",0
"['political', 'philosopher', 'herbert', 'spencer', 'took', 'darwin', '’', 'theory', 'evolution', 'coining', 'actual', 'phrase', '“', 'survival', 'fittest', '”', 'later', 'helping', 'popularize', 'phrase', 'social', 'darwinism', 'posit', 'society', 'evolved', 'much', 'like', 'natural', 'organism', 'wherein', 'individuals', 'succeed', 'due', 'racially', 'ethnically', 'inherent', 'traits', 'ability', 'adapt']",1
"['adrenal', 'cortex', 'made', 'layers', 'epithelial', 'cells', 'associated', 'capillary', 'networks']",0
"['layers', 'form', 'three', 'distinct', 'regions', 'outer', 'zona', 'glomerulosa', 'produces', 'mineralocorticoids', 'middle', 'zona', 'fasciculata', 'produces', 'glucocorticoids', 'inner', 'zona', 'reticularis', 'produces', 'androgens']",0
"['endocrine', 'cells', 'pancreas', 'form', 'clusters', 'called', 'pancreatic', 'islets', 'islets', 'langerhans', 'visible', 'micrograph', 'shown', 'link']",1
"['pancreatic', 'islets', 'contain', 'two', 'primary', 'cell', 'types', 'alpha', 'cells', 'produce', 'hormone', 'glucagon', 'beta', 'cells', 'produce', 'hormone', 'insulin']",0
"['adrenal', 'glands', 'associated', 'kidneys', 'major', 'endocrine', 'glands', 'kidneys', 'also', 'possess', 'endocrine', 'function']",0
"['renin', 'released', 'response', 'decreased', 'blood', 'volume', 'pressure', 'part', 'renin', '-', 'angiotensin', '-', 'aldosterone', 'system', 'leads', 'release', 'aldosterone']",0
"['blood', 'osmolarity', 'decreases', 'negative', 'feedback', 'mechanism', 'reduces', 'osmoreceptor', 'activity', 'hypothalamus', 'adh', 'secretion', 'reduced']",0
"['adh', 'release', 'reduced', 'certain', 'substances', 'including', 'alcohol', 'cause', 'increased', 'urine', 'production', 'dehydration', 'chronic', 'underproduction', 'adh', 'mutation', 'adh', 'receptor', 'results', 'diabetes', 'insipidus']",0
"['posterior', 'pituitary', 'release', 'enough', 'adh', 'water', 'retained', 'kidneys', 'lost', 'urine']",0
"['fsh', 'production', 'inhibited', 'hormone', 'inhibin', 'released', 'testes']",0
"['lh', 'stimulates', 'production', 'sex', 'hormones', 'androgens', 'interstitial', 'cells', 'testes', 'therefore', 'also', 'called', 'interstitial', 'cell', '-', 'stimulating', 'hormone']",0
"['prolactin', 'levels', 'regulated', 'hypothalamic', 'hormones', 'prolactin', '-', 'releasing', 'hormone', 'prh', 'prolactin', '-', 'inhibiting', 'hormone', 'pih', 'known', 'dopamine']",0
"['prh', 'stimulates', 'release', 'prolactin', 'pih', 'inhibits', 'posterior', 'pituitary', 'releases', 'hormone', 'oxytocin', 'stimulates', 'uterine', 'contractions', 'childbirth']",0
"['uterine', 'smooth', 'muscles', 'sensitive', 'oxytocin', 'late', 'pregnancy', 'number', 'oxytocin', 'receptors', 'uterus', 'peaks']",0
"['caused', 'low', 'levels', 'insulin', 'production', 'beta', 'cells', 'pancreas', 'reduced', 'sensitivity', 'tissue', 'cells', 'insulin']",0
"['prevents', 'glucose', 'absorbed', 'cells', 'causing', 'high', 'levels', 'blood', 'glucose', 'hyperglycemia', 'high', 'sugar']",1
"['high', 'blood', 'glucose', 'levels', 'make', 'difficult', 'kidneys', 'recover', 'glucose', 'nascent', 'urine', 'resulting', 'glucose', 'lost', 'urine']",0
"['blood', 'glucose', 'levels', 'decline', 'normal', 'levels', 'example', 'meals', 'glucose', 'utilized', 'rapidly', 'exercise', 'hormone', 'glucagon', 'released', 'alpha', 'cells', 'pancreas']",0
